Folder,Folder Title,Identifier ,City/Town ,Survey Title,Document Form / Genre,Date,Date Statement,Date Year,Surveyor,Publisher,Property Owner,Neighbors,Scale,Latitude,Longitude,Streets,Notes,Background Notes,Related Registry Documents,No. of Sheets,Panels / Pieces,Sides,Dimensions (in.),Material Type,Condition Notes,Extent,,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-068-B,"East Boston (Boston, MA)","Falcon [?] Street, East Boston]",,,Not Dated,,,,,,,,,,,,,1,,2,21 x 16,Manila paper,Torn. Section missing.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-069-A,"Canton, MA",[Neponset Street at Viaduct],Survey,,Not Dated,,,,,,1 in = 10 ft,42.15818,-71.154273,,Sketch showing dimensions and grading along road.,,,1,,2,21 x 17,Manila paper,Torn and flaking. Frayed edges.,"1 sheet, 21 x 17",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-069-B,,[Capen Plan],,,,,,,,,,,,,Plan with very faint lines and notations.,,,1,,2,21 x 17,Manila paper,Torn and flaking.,"1 sheet, 21 x 17",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-070,"Canton, MA","A.L. Dean's Land, Pleasant Street at Reservoir Pond",Survey,,,,,,Mrs. A. L. Dean,,1 in = 30 ft;  1 in = 40 ft,42.167584,-71.133041,Pleasant street; Reservoir Pond.,Sketch showing dimensions of lots A and B near Pleasant Street and Reservoir Pond. ,Preliminary plan for one done for Mary H. Dean filed in registry.,Norfolk Bk/Pg: D1858-224  (Plan #:1929-701) ,1,,1,21 x 16,Manila paper,Frayed edges.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-071,"Canton, MA",Plan of Property of Alice Reynolds ,Survey,1950-11-20,11/20/1950,1950,[Robert B. Bellamy],,Alice Reynolds ,Margaret E. McGuiggan; John Dineen,1 in = 16 ft,42.15748,-71.144512,Intersection of Centre St.; Savin Hill St.; and Washington St. ,Preliminary plan of two buildings on lot with field notes and dimensions. Note torn from bottom right-hand corner of page,,Norfolk D2967-260  (Plan #:1950-1474),1,,1,22 x 19,Manila paper,Backed. Lower right section missing.,1 sheet 22 x 19 in,,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-072,"Canton, MA",Winthrop Leonard Old House 1908,Survey,1908-03-22,3/22/1908,1908,[Frederic Endicott],,Winthrop Leonard,,1 in = 20 ft,42.15299331,-71.14947803,35 Neponset; Church Street,"Preliminary lot plan with building outlines. Notation on back says Page St. Stoughton, York St. Canton, 500 ft to an inch. P. 77",Norfolk Registry shows a 1920 plan by Bellamy based on this and other plans.,Norfolk Bk/Pg: D1765-437 (Plan #:1927-842); D1464-129 (Plan #:1929-453_,1,,1,23 x 18,Kraft paper,,1 sheet 23 x 18 in.,,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-073-A,"Canton, MA","John P. Caffrey's Land on Neponset Street, Canton",Survey,,Not Dated,,Robert B. Bellamy,,John P. Caffrey,Kinsley Draper,1 in = 40 ft,42.15613671,-71.15360104, 225 Neponset Street,Includes sketch of lot [Old Engine House Lot] at Canton Corner and Washington Street. ,"Per Registry, Bellamy did multiple surveys for Caffrey. See #Canton-067. ",Norfolk Bk/Pg: D1565-302 (Plan #:1923-404); Bk/Pg: D1847-405 (Plan #:1929-453),1,,2,21 x 16,Manila paper,Frayed edges.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-073-B,"East Boston (Boston, MA)","Plan of Lot, 403 Chelsea Street, East Boston, Property of Mrs Mautone",,1923-07-17,7/17/2023,1923,,,Mrs. Mautone,,,42.37987961,-71.02711733,403 Chelsea Street,Lot plan with Field notations.,1922 East Boston Bromley shows George Mautone lived at 403 Chelsea.,,1,,2,21 x 16,Manila paper,Frayed edges.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-074-A,"Canton, MA","Plan of Land on Mechanic Street, Canton, MA. Property of the Town of Canton.",Survey,,Not Dated,,,,Town of Canton,,1 in = 40 ft,42.146045,-71.138794,Mechanic Street Road to Lehan,"Preliminary plan of lots bisected by ""Road to Lehan."" Contains field notes and dimensions.",,,1,,2,21 x 16,Manila paper,Frayed edges.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-074-B,"Dorchester (Boston, MA)","Plan of Lots on Glenway, Dorchester, Mass. Made for Bessie Marcus - Lots deeded by William Gill.",,,,,[Robert B. Bellamy],,Bessie Marcus,William Gill.,1 in = 30 ft,42.299447,-71.081791,1 Bradshaw; 103-123 Glenway; Page Avenue,Preliminary subdivision plan showing 7 lots numbered 13 thru 19.,"Based on Bromley Atlases, plan probably made between 1918, when Gill owned lots and 1933, when Marcus owned selected lots. See Dorchester-021.",,1,,2,21 x 16,Manila paper,Frayed edges.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-075-A,"Canton, MA","[Plan of Land in Canton, Ma. Formerly belonging to Oliver D. Capen]",Survey,1924-03-07,3/7/1924,1924,Robert B. Bellamy,,Oliver D. Capen,,1 in = 50 ft,42.150913,-71.128368,Bolivar and Pleasant Streets probably at 548 Bolivar Street,Preliminary Lot plan.,Plan data inferred from final plan filed in Norfolk registry. Final plan shows left-hand lot deeded by Capen to Karl Klosson.,Norfolk Bk/Pg: D1593-541 (Plan #:1924-203),1,,2,21 x 16,Manila paper,,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-075-B,,[Untitled],Survey,,Not Dated,,,,,,,,,,Very small lot plan. Note indicates sketch of West Street.,,,1,,2,21 x 16,Manila paper,,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-076-A,"Canton, MA",Miss Ruth Draper's Land,Survey,,,,,,Ruth Draper,,1 in = 50 ft,42.16402,-71.155629,,"At Chapman and Wattles Street, possibly at what is now 500 Chapman. Preliminary plan showing 3 lots, one labelled No. 1.",The Drapers were prominent Canton family and business owners; see other surveys done for them.,,1,,2,21 x 16,Manila paper,Frayed edges.   One side partially torn.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-076-B,"Natick, MA","W.L. Hammond, N. Natick",Survey,,Not Dated,,Robert B. Bellamy,,Waldo L. Hammond,,1 in = 80 ft,42.314596,-71.361766,Hammond Road,Preliminary sketch showing 2 lots., See other surveys for Waldo Hammond.,,1,,2,21 x 16,Manila paper,Frayed edges.   One side partially torn.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-077-A,"Canton, MA","Daniel T. Reardon's Land, Pleasant Street, Canton",Survey,1926-01-21,1/21/1926,1926,[Robert B. Bellamy],,Daniel T. Reardon,,1 in = 30 ft,42.153691,-71.129935,Pleasant Street,"Preliminary plan showing four lots off of Pleasant Street, intersected b 40 ft. street."," May be near current address of 757 Pleasant at Pleasant View Drive (see Norfolk for D2696-277 for 1940s survey). Per Canton Annual Report in Google Books, Reardon was a contractor at Ponkapoag Sanitaries.",,1,,2,21 x 16,Manila paper,Frayed edges. Taped.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-077-B,"Natick, MA",[Howard H. Walker's Land],Survey,,Not Dated,,[Robert B. Bellamy],,,Howard H. Walker,1 in = 40 ft,42.315743,-71.362955,North Main Street.,Schematic sketch of lot on North Main Street (Route 27).  ,,,1,,2,21 x 16,Manila paper,Frayed edges. Taped.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-078-A,"Canton, MA",Dennis Trayer's Land,Survey,,Not Dated,,Robert B. Bellamy,,Dennis Trayers,,,42.153522,-71.147939,Wall Street; Washington Street,Lot plan.,"Per Registry, Arthur Bellamy and Robert Bellamy each produced surveys for Trayer.",Norfolk Bk/Pg: D2152-106; Bk/Pg: D2114-330,1,,2,21 x 16,Manila paper,Frayed edges.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-078-B,"Dorchester (Boston, MA)","Plan of Lots on Burgoyne Street, Dorchester. Property of Thomas Mathews and Mr. Maguire.; Plan of Lots on Torrey Street, Dorchester.",Survey,1925-07-15,7/15/1925,1925,Robert B. Bellamy,,Thomas Matheun & Martin Maquire (Burgoyne Street); Michael Coran (Torrey Street),"Thomas Matthews; Mr. Mcguire, Michael Coran [sp.]",1 in = 20 ft,42.287282,-71.073767,24-36 Burgoyne Street; 106-108 Beaumont Street. 51 - 53 Torrey Street. Elmer Road; Beaumont Street; Chipman,"Preliminary sketches of two multi-lot plans. Burgoyne Street [currently #55 - #59] at Elm Road [now Elmer] Road and Beaumont Street (see Suffolk Bk/Pl 4711/138: Plan of Lots on Burgoyne Street, Dorchester, MA. being re-subdivision of Lots 55 56 57 and 58 into Lots A, B, C, D on plan recorded in Suffolk Registry 3888-75;  106-108 Beaumont (see Suffolk Bk/Pl 4777/371: Plan of Land in Dorchester showing location of Chamow's Garage over Benson's lot, dtd. 3/10/26).  51 - 53 Torrey Street (see Suffolk Bk/Pl 4708/595 and Bk/Pl 4708/596, referencing Plan of Lots in Dorchester, MA. Property of Michael Coran, dtd. 7/15/1925.  Lots labelled 1 and 2.","Coordinates for Burgoyne Street at 42.286521, -71.056844",Suffolk Burgoyne Street: Bk Pg 4711/138 (Unindexed); 4777/371 (Unindexed);  Torrey Street: Bk pg 4708/595 (Unindexed),1,,2,21 x 16,Manila paper,Frayed edges.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-079-A,"Canton, MA","Plan of three lots of land in Canton, formerly belonging to Mrs. F. McIntire, now owned by the Fisher heirs.",Survey,1878-08-01,8/1/1878,1878,Frederic Endicott,,J. McIntire; Fisher heirs,,,,,,,,,1,,2,18 x 17,Manila paper,,"1 sheet, 18 x 17",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-079-B,,[Untitled],Survey,,Not Dated,,Frederic Endicott,,,Jonah Hunt; Houghton,1 in = 8 rods (132 ft) ,,,,"Preliminary layout of multiple lots bordered by fence and river.  Note says Monatiquot River [sp?], which is located in Braintree.",,,1,,2,18 x 17,Manila paper,,"1 sheet, 18 x 17",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-080-A,"Canton, MA",[Joseph F. Jones],Survey,1950-02-26,2/26/1950,1950,[Robert B. Bellamy],,Joseph F. Jones,"Downes, Revere Copper Co., Earl Hammett (sp?)",1 in = 40 ft,42.14019689,-71.13131032,350 Pine Street,"Rough drawing of two lots with many field notations and measurements. Filed survey titled: Plan of Land in Canton, Mass. ",Bellamy did several surveys for Jones and neighbors.  This survey for a deed to Edward B. Podgurski.,Norfolk D2995-224  (Plan #:1951-427),1,,2,24 x 19,Manila paper,Taped.,"1 sheet, 24 x 19",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-080-B,"Canton, MA","[C.H. Seegitz - Pleasant St., Canton]",Survey,,Not Dated,,,,C.H. Seegitz,,1 in = 100 ft ,42.172798,-71.136209,Pleasant Street,Shows elevation for grading.,,,1,,2,24 x 19,Manila paper,Taped.,"1 sheet, 24 x 19",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-081,"Canton, MA",[Untitled],Survey,,Not Dated,,,,,"Horagan, Morse",1 in = 40 ft,42.161718,-71.143729,Beal Street; Washington Street,"Sketch showing layout of two lots with building footprints. Notes indicated ""This plan is probably Beals Street next Benjamin Morse"" and ""This plan has some lines that were not part of the copy orig John Kennel[sp?} line, Cunningham's [sp?] new line. Property with buildings abuts road that, per note ""probably Washington St, R.B.B."" I","Ink-based notes resemble Endicott's, penciled comments may be Bellamy's. Verso shows pale lines/ rod layouts.",,1,,1,25 x 20,Manila paper,,"1 sheet,  25 x 20",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-082,"Canton, MA",[Pleasant Street],Survey,1950-01-01,1/1/1950,1950,[Robert B. Bellamy],,,,1 in = 30 ft,42.17373346,-71.13589263,Pleasant; Washington,Draft version with extensive field notations and measurements. Town not specified.,"Per Norfolk Registry, Bellamy did several surveys the involved Pleasant Street (Canton), including a development, Pleasant Gardens.",Norfolk Plan #D2914-372,1,,1,24 x 19,Manila paper,Backed. Frayed edges.,"1 sheet, 24 x 19",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-083,"Canton, MA",A Plan of A Proposed Widening of Washington Street in Canton as laid out by the selectmen,Survey,,Not Dated,,Frederic Endicott,,Town of Canton,"Abraham Sydeman, Town of Canton High School Lot, Roman Catholic Church, Neponset National Bank",1 in = 50 ft,42.15566286,-71.14554755,Washington Street; Revere St.; Ames Ave.; Stoughton Branch R.R. ,"Sketch showing street layout between Revere St. and Stoughton Railroad branch.  Note says ""Not used.""  ","In 1912, Endicott did a similar plan with reverse orientation, filed in Norfolk Registry.",Norfolk Plan #D1219-407,1,,1,24 x 11,Brownline on vellum,One corner torn off.  ,1 sheet 24 x 11 in. ,,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-084,"Canton, MA",Proposed St. near Canton Junction,Survey,,Not Dated,,[Frederic Endicott],,Town of Canton,"Davis, Stoughton Railroad line.",1 in= 100 ft,42.15955701,-71.15238297,Stoughton Branch and Boston & Providence Railroad,Street layout. Notations indicate Davis Place; shows location of intersection of Stoughton Branch and B&P Railroad. 361-P31. ,May relate to plan Endicott filed in 1911 for Plan of an Extension of Revere Street (Canton-087).,Norfolk Plan #59-2828 (Plan #:1911-2828),1,,1,30 x 13.5,Vellum,One corner torn.  ,1 sheet 30 x 13 1/2 in,,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-085,"Canton, MA",Plan of a Part of the Augustus Hemenway Estate,Survey,1934-01-01,1/1/1934,1934,Robert B. Bellamy,,August Hemenway Estate,Hope Richardson; Commonwealth of Massachusetts,1 in= 100 ft,42.219688,-71.123794,,Lot plan showing outline of barn and driveway. ,"See other Hemenway surveys in Norfolk registry as well as Canton-027. Land deeded from Hemenway to Mary Hemenway Callan.  The estate was distributed in many parcels over several decades, including Blue Hills Reservation",Norfolk D2131-307 (Plan #:1936-629),1,,1, 23 x 12,Blueprint,,"1 sheet, blueprint, 23 x 12",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-086,"Canton, MA","Profile of Mechanic Street, Canton 1890",Survey,1890-01-01,1/1/1890,1890,Frederic Endicott,,,,Horiz: 1 in = 50 ft; Vert: 1 in = 10 ft,42.150765,-71.143169,Mechanic Street,Profiles from west and east sides and center line. Cut shown at Walnut Street.   Notation: 362-P31. ,,,1,,1, 27.5 x 14,Blueprint,,"1 sheet, blueprint ; 27 1/2 x 14 in.",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-087,"Canton, MA",Plan of an Extension of Revere Street in Canton,Survey,1911-01-01,1/1/1911,1911,Frederic Endicott,,Town of Canton,"Abraham Sydeman, Andrew G. Johnson, Edgar Deane",1 in= 100 ft,42.161895,-71.151366,Revere Street; Sherman; Canton Corner,"Revere Street at Sherman St. Old Colony, Boston & Providence, and Stoughton Railroad lines.",Endicott did surveys for the butters per Norfolk Registry.  Sydeman owned 592 Washington (Plymouth Block).,Norfolk Bk/Pg: 59-2828  (Plan #:1911-2828),,,1,36 x 12,Blueprint,Backed. Print mottled.,,,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-088,"Canton, MA",Plan of Land in Canton Mass. Belonging to Elisha White,Survey,1924-02-01,2/1/1924,1924,Robert B. Bellamy,,Elisha White,John G. Harrington Estate,1 in = 80 ft,42.16110195,-71.15682635,Neponset Street,"Lot plan, part of a subdivision",A. Bellamy did a 1935 plan for Elisha White: Registry D2552-335; property on Randolph Street.  See 1930 Comm. Of Mass Plan for Sewers (Norfolk Registry No. Plan #112-734).,Norfolk LC Plan 10034 (Certificate  7350),1,,1,18.5 x 24.5,Blueprint,Slightly frayed. One corner torn off.,"1 sheet, blueprint; 18 1/2 x 24 1/2 in",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-089,"Canton, MA",[Plan of the Patrick Lyons Estate],Survey,1895-08-17,08/17/1895,1895,Charles D. Elliott,,Patrick Lyons Estate. ,"F. Reed, William Wellington, Aaron Tucker, Stoughton RR Line., Stoughton Station, ""cart road to mills.""",1 in = 60 ft,42.14730145,-71.1291249,Pine Street; Stoughton Branch R.R.,Preliminary draft showing multiple lots.,"Portions of the estate were turned over to Town of Canton, Stoughton railroad. ",Norfolk Bk/Pg: 44-2098  (Plan #:1906-2098),1,,1,33 x 24.,Trace or vellum,Backed. Frayed.,"1 sheet, approx.33 x 24. Backed.",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-090,"Canton, MA",Plan of Land in Canton belonging to the Heirs of James S. Shepard,Survey,1906-08-01,8/1/1906,1906,Frederic Endicott ,,Heirs of James S. Shepard,"Charles F. Dunbar heirs, Sarah J. Mansfield, George H. Mansfield, Nathaniel Dunbar heirs, Thomas H. Dunn, John B. Robinson, Herbert T. Seavey, Heirs of Charles Foster",1 in = 50 ft,42.145094,-71.1501422,Washington & Old Shepard Streets. Nr. Shepard Pond Convervation Area.,"Filed plan shows lot by Shepard Street at 1 in;100 ft scale with more detail. Notation: areas were computed for accessors, 1907. Note on verso says: Shepherd's factory. ","Norfolk Registry also has surveys for transactions related to abutters, including Plan D1093-428 for 1908 sale by Shepard Heirs to Mrs. Rebecca Hunter Barker and plan by Bellamy for Plan of the Dunbar Estate between Washington Street and Shepard's Pond (2/1/1944).  James Stratton Shepard (1815-  ) owned textile and twine mills, purchased a mill from Vernon Messenger and had various lots in this area of Canton, near what is now Old Shepard Street; was owner of Shepard's Mill, located on north side of Shepard Street, also site of Eureka Sill Mill and other mills.  See History of Norfolk County.",Norfolk Bk/Pg: 45-2126  (Plan # 1906-2126),1,,1,42 x 20,Blueprint,,"1 sheet, blueprint, approx. 42 x 20",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-091-A,"Canton, MA",Plan of the Lewis Estate in Canton Norfolk County; A Plan of the Real Estate of Charles Tucker Late of Canton Deceased as Divided and Set Off among His Heirs,Survey,1868-05-05,05/05/1868,1868,Frederic Endicott based on survey by G.F. Bartlett,,Lewis Estate,"William Horton, Mrs. G. Capen; S. P. Perry; G.F.T. Reed; A. Gill; James Summer; Abigail Tucker; Wentworth",1 in= 100 ft,42.18678,-71.13419,Pecunit Brook,"Preliminary plan with 3 lot plans.  Contains measurements and calculations. Notations indicated that this may be based on a survey by G. F. Bartlett and ""is a true copy except that Lot No. 2 is around and the letters (A) (A) have been put on by me as those points are probably identical.""",Original Bartlett plan on file in Norfolk Registry.,Norfolk Bk/Pg: 113-411  (Plan #:1931-411),1,,2,48 x 23,Manila paper,Frayed edges; taped,"1 sheet, 48 x 23 in.",,,,,,,,,,,,,,,,,,,
