identifier,city_town,survey_title,date,auction_date,property_owner,neighbors,streets,notes,background_notes,related_registry_doc,surveyor,publisher,auctioneer,surveyor_no,scale,latitude,longitude,no_sheets,panels,sides,dimensions_in,form_genre,material,condition_notes
Perkins_8_11,"Cambridge, MA",Land in Cambridgeport sold by Heirs of the late William Brown to W.D. Briggs [Plan 1565],1867-10-16,,"Brown, William, estate","Greenwood, J.; Mullen, M.",Green Street,"Lot plan showing 4,777 sf lot with dimensions, sf, and outline of ""double house."" Lot outline in thick red border. Penciled note asks ""E. of Hancock St.?""  Features embossed Mason stamp.",,,"Mason, W.A. & Co.",,,1565,1 in = 10 ft,42.36699985,-71.10816535,1,,1,11 x 17,Survey Plan,Ink on bond,Discoloration.
Perkins_8_12,"Brighton (Boston, MA)",Plan of Land in Brighton belonging to Mr. James Greenwood [Plan 1566],1842-03-14,,"Greenwood, James",,Nonantum Street; Washington Street,Subdivision plan showing 3 lots with dimensions.  Each lot is outlined in a different color.  Building footprints straddle two lots.,,,"Mason, W.A. & Co.",,,1566,1 in = 40 ft,42.35042608,-71.16862488,1,,1,15 x 19.5,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_8_13,"Cambridge, MA",Plan of House Lots in Cambridge - M.M. Rice [Plan 1599],1843-08-01,,"Rice, Moses Maynard","Baldwin, J.F.; Haskins; Haven; Livermore & Hovey; Norton, Professor",48 Kirkland Street; Trowbridge Street,Subdivison plan showing 15 numbered lots spread over two blocks with dimensions and sf. Lots contain penciled notes.  Plan is affixed to mortgage deed pertaining to Willard  H. Woodbury,Unclear if mortgage deed related to the plan or if it is used as backing reinforcement.,,"Mason, W.A. & Co.",,,1599,1 in = 40 ft,42.37764293,-71.10941334,1,,1,24 x 17.5,Survey Plan,Lithograph on bond,"Discoloration. Edge damage. Missing pieces, Tears."
Perkins_8_14,"Cambridge, MA",Plan of Land in Cambridge sold to Stearns & Sargent [Plan 1618],1847-07-01,,Warland; Sargent; Sterns,,33 Linnaean Street,"Lot plan showing 96,0303 sf lot with dimensions and sf (also given in rods and acres). Contains penciled table of calculations.",,Middlesex South Bk/Pg 520/188,"Mason, W.A. & Co.",,,1618,1 in = 50 ft,42.38385353,-71.12308008,1,,1,10 x 12.5,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_8_15_A_B,"Cambridge, MA",Plan of Land in Cambridge belonging to the Bay State Brick Co. [Plan 2926],1896-08-05,,Bay State Brick Company,,Alpine Street; Bay State Road; Birch Street; Chilton Street; Concord Avenue; Copley Street; Dale Street [Corporate Burns Road]; Fern Street; Fayerweather Street; Field Street; Garden Street; Hazel Street; Ivy Street; Walden Street,"Subdivision plan showing multiple blocks of lots lettered A through L with each lot numbered and showing dimensions and sf.  Decorative titling.  Two copies, one on linen and the other on bond, with extensive annotations in pencil and ink.","Per urban atlases, Bay State Brick Company had their brickyard at this site until the 1890s.  Mason Surveyors was hired in 1911 to produce a subdivision plan for ""University Park."" See https://www.cambridgema.gov/-/media/Files/historicalcommission/pdf/chcmeetingfiles/UnivParkNCD_memo.pdf",,"Mason, W.A. & Co.",,,2926,1 in = 120 ft,42.38623682,-71.13655055,2,,1,20.5 x 8.5,Survey Plan,Ink on bond (one with linen backing),Discoloration. Edge damage. Folds.
Perkins_8_16,"Roxbury (Boston, MA)","Plan of Land in Boston, (Roxbury) Mass belonging to Sisters of the Blessed Sacrament for Indians & Colored People [Plan 19303]",1934-02-12,,Sisters of the Blessed Sacrament for Indians & Colored People,"Decizia, Rosa; Fiander, J.T.; Frank, Fannie; Ginsburg, C.; Gustafson, Nellie H.; Hartnett, J. & A.; Keilty, J. & H.; Lerner, Charles; Magee, B.H.",Roxbury Court [Defunct]; Roxbury Street [Malcolm X Boulevard]; Vernon Street,Lot plan showing 2 lots with dimensions and sf and abutting building structures (some with brick hatching). Select references to deeds and City of Boston plans noted.,The Sisters established a mission at this location in the 1920s.,,"Mason, W.A. & Co.",,,19303,1 in = 20 ft,42.332052,-71.089664,1,,1,24 x 18.5,Survey Plan,Ink on vellum,Discoloration.
Perkins_8_17,"Cambridge, MA; Somerville, MA",Plan of Land in North Cambridge and Somerville owned by Ammi C. Freed. [Plan 19505],1857-04-01,,"Teel, Ammi","Learned, Benjamin",Broadway; North Avenue [Massachusetts Avenue],"Lot plan showing lot with dimensions and field measurements.  Includes road to ""Cambridge City Farm."" Appears preliminary sketch.",Teel was listed in Cambridge Directory of 1848 as farmer.  This section of Cambridge was still primarily farmland in the  mid-19th century.,,"Mason, W.A. & Co.",,,19500,1 in = 80 ft,42.39910639,-71.13194835,1,,1,28 x 20,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_9_1,,"Compliments of Dana F. Perkins & Sons, Inc. Civil Engineers & Surveyors, successor to W.A. Mason & Son Co.",Not dated,,,,,"Promotional sheet announcing that Perkins & Sons is the successor to W.A. Mason & Sons.  Lists office locations in Cambridge and Reading, Mass; and names of engineering/surveying firms for which the firm holds records.  Indicates archive of 200,000 plans and 500 notebooks presenting 500 years of Civil Engineering and Surveying.  Illustrated by a table of rods and links in decimal feet.","Lists firms included in the BPL survey collections, including Fuller-Whitney, W.A. Mason, and Dana Perkins.",,"Dana F. Perkins & Sons, Inc.",,,,,,,1,,1,8.5 x 13,Brochure,Ink or printing on bond,
Perkins_9_2,,"W.A. Mason & Son, Land Surveyors, Established 1839",Not dated,,,,,Promotional flyer on shield shaped piece of paper. Typeface is art nouveau style.,,,"Mason, W.A. & Co.",,,,,,,1,,1,9.5 x 5,Brochure,Blueprint,
Perkins_9_3,"Watertown, MA",Plan of Land in Watertown,1922-08-04,,,"Cleveland, L. Sydney; Whitney, Edward L.; Wyman, Caroline S.",Main Street; Mount Auburn Street; Spring Street,Lot plan showing dimensions and footprints of multiple buildings with outlines hatched. Shows acceptance in Land Registration office 9/13/1922 as part of Plan 8968A.  Verso displays misc. calculations.,,Middlesex South Land Court Case Plan 18593A (Bk/Pg 93/405; doc#51007540),"Mason, W.A. & Co.",,,,1 in = 20 ft,42.36540085,-71.18437207,1,,1,10 x 15.5,Survey Plan,Blueprint,Stored in plastic sleeve.
Perkins_9_4,"Cambridge, MA","Plan of Premises in Cambridge, Mass. Subdivided for F.X. Massé",1931-05-11,,"Massé, F.X.",,Sherman Street; 253 Walden Street,"Subdivision plan showing 4 lots labelled A, B, C, D, with dimensions and sf.  Lots are overlaid onto footprints of several buildings, including garages, office, and sheltered gas and oil service and right of way.","Per urban atlases, the Masses owned land on all 4 corners of this street intersection. ",,"Mason, W.A. & Co.",,,,1 in = 20 ft,42.38625728,-71.13125915,1,,1,14 x 10,Survey Plan,Blueprint,Stored in plastic sleeve.
Perkins_9_5,"Allston (Boston, MA)","Plan of Valuable House Lots for sale in Allston, Mass belonging to D. H. McKay. Money advanced to build.",1891-06-24,,"McKay, D.H.",,,"Plan title sheet for sale of lots in Ward 25, Boston. Is tombstone shaped with multiple decorative handwritten typefaces. Border features six taped-on green half-star stickers. Announcement indicates that plans were scaled 1 inch to 40 feet. D.H. McKay shown as being at 28 School Street, Boston.",,,"Mason, W.A. & Co.",,,,,,,1,,1,9.5 x 12,Auctioneer Plan,Ink on vellum,Discoloration.
Perkins_9_6,"Cambridge, MA",Plan of Lands in Cambridgeport belonging wholly or in part to Frederick L. Ames; abutting and neighboring estates.,1883-10-01,,"Ames, Frederick L.",,,Cover sheet for plan. Indicates plans are drawn at scale of 1 inch = 80 ft. Decorative lettering and ornate borders. Duplicate of item Perkins 1_2.,"Ames was a prominent railroad executive who owned property in the Cambridgeport ""flats"" area.",,"Bowker, Edwin F.; Mason, W. A., & Son.",,,,Not applicable,,,1,,1,13 x 11,Auctioneer Plan,Ink on vellum,Discoloration. Edge damage. Tears.
Perkins_9_7,"Wayland, MA",Plan of Land in Wayland surveyed for Estate of Jacob Reeves,1937-05-28,,"Reeves, Jacob, estate","Mainstone Farm Trust; Wayland, Town of",Old Connecticut Path,"Plan showing three lots numbered 1, 2, and 3 with dimensions and square acreage. Including building footprints and pipe locations.",Geospatial location is unclear. The family of Jacob Reeves owned the first tavern in the town.,,"Mason, W.A. & Co.",,,,1 in = 200 ft,42.34978158,-71.353355,1,,1,10.5 x 14.5,Survey Plan,Ink on vellum,Discoloration.
Perkins_9_8,"Cambridge, MA","Plan of Land on Strawberry Hill, Watertown owned by John Lowder",1860-12-04,,"Lowder, John","Watertown Branch, Fitchburg R.R.",Kirkland Street [Holworthy Street],Plan showing 3 lots with dimensions and sf. Lots outlined in red shading. Verso contains calculations and preliminary sketch of an 8-lot division on Cushing Street.,See Parkins_13_18 for variant. The Strawberry Hill area of West Cambridge was originally part of Watertown and Kirkland Street was renamed Holworthy in the 1880s. The railroad provided connections to the Fresh Pond Ice industry.,,"Mason, W.A. & Co.",,,,1 in = 20 ft,42.37604304,-71.14981141,1,,1,15 x 13.5,Survey Plan,Ink on vellum,Discoloration. Edge damage. Taped.
Perkins_9_9,"Cambridge, MA","Plan of Premises in Cambridge. Belonging to Mary E. Young, Lucy W. Spaulding, and Helen M. Niles.",1901-05-01,,"Niles, Helen M.; Spaulding, Lucy W.; Young, Mary E.",Randolph Trust,Linden Street; Plympton Street,"Lot plan showing one lot with dimensions, sf, and detailed building footprint and abutting 15'-wide passageway. Note indicates 100+ ft to Massachusetts Avenue. Decorative title block and arrow. Verso contains stamp of William H. Whitney, engineer, and Whitney inventory number C-2674-P.","Per urban atlases, Niles owned most of this block fronting Massachusetts Avenue, co-owned adjacent buildings with Spaulding.",,"Mason, W.A. & Co.",,,,1 in = 20 ft,42.37226375,-71.11700319,1,,1,13 x 17.5,Survey Plan,Ink on vellum,Discoloration.
Perkins_9_10,"Braintree, MA; Weymouth, MA",Plan of Desirable House Sites for Sale on Norfolk Hills in East Braintree and Weymouth at Washington Street.,1898-04-10,,"Hews, Albert H.; Mason, Charles A.","Hill, R. Estate; Union Religious Society; White, F.; public library; stores",Alden Road [Defunct]; Bellevue Road; Brookside Road; Cliff Street [Defunct]; Commercial Street; Eliot Street; Front Street; Hewmason Road; Peregrine Road [Defunct]; Quincy Avenue; Shaw Street; Smelt Brook; Stetson Street; Washington Street,"Subdivision plan showing 10 blocks labelled A through J, five containing approximately 60 numbered lots, the others a brook and proposed park (Watson Park).  Lots display dimensions and sf. Indicates ""plan subject to change"" and highlights proximity to ""steam & electric cars 2 minutes"" and stores. Decorative title block and arrow.",,,"Mason, W.A. & Co.",Heliotype Printing Company,,,1 in = 200 ft,42.21930278,-70.97144008,1,,1,19 x 15.5,Auctioneer Plan,Lithograph,Discoloration. Edge damage. Seam. Tears.
Perkins_9_11,,[Untitled - Lot Plan],1932-12-07,,,,,"Draft lot plan showing building footprint and drive with dimensions and grading information for basement, first floor, and garage as well as reference lines for driveway.  Abutted by 8' right of way and by ""proposed line of brook"" and retaining wall.  Lacks metadata on owner or location.",,,"Mason, W.A. & Co.",,,,1 in = 8 ft,,,1,,1,21 x 18.3,Survey Plan,Pencil on vellum,Edge damage. Missing pieces. Tears.
Perkins_9_12,"Cambridge, MA",Plan showing proposed change in Kirkland St. - near Mt. Auburn at Estates of Safford and Hogan,1868-06-01,,"Hogan, estate of; Hogan's Nursuries; Safford, estate of","Hittinger; Watertown Branch, Fitchburg R.R.",Cushing Street; Kirkland Street [Holworthy Street],Plan and vertical section of two lots divided by a gulley running between Kirkland [Holworthy] and Cushing Streets.  Plan shows proposed new street line on Kirkland. Section shows profile of gulley and a drain with a location stake.  ,,,"Mason, W.A. & Co.",,,,Horiz: 1 in = 30 ft; Vert: 1 in = 10 ft,42.37604304,-71.14981141,1,,1,31 x 23,Survey Plan,Pen or pencil on bond,Discoloration. Edge damage. Tears.
Perkins_9_13,"Watertown, MA","Plan of Land in Watertown, Mass.",1927-05-27,,,"Boston & Maine Railroad; Watertown Branch, Fitchburg R.R.",Arsenal Street; Birch Road; Franklin Street; Walnut Street,Subdivision plan showing two blocks comprising 16 numbered lots with dimensions and sf. Lots abut larger property with proposed 15 foot sewer and drainage easement.  Contains blank form for city engineer to sign off on. Easement lines display red ink annotations.,,,"Mason, W.A. & Co.",,,,1 in = 40 ft,42.36703842,-71.17219765,1,,1,36 x 23,Survey Plan,Ink on vellum,Discoloration. Edge damage.
Perkins_9_14,"Lowell, MA; Tewksbury, MA","Plan of Land in Tewksbury, MA belonging to the heirs of Oliver M. Whipple",1872-11-01,,"Whipple, Oliver M., heirs",Lowell Railroad,Billerica Street,"Subdivision plan showing 11 numbered lots with dimensions and sf (given in acres and rods) and reference ordinates alongside railroad tracks and river.  Most of title block is torn off. Plan is accompanied by 8 x 12 inch ruled sheet of yellow paper containing plan title and date in block handwriting. Plan consists of 2 sheets glued together plus additional small sheet with triangular flap.  One side of plan contains plan title information and drawn map along with penciled-in empty table and draft set of calculations. Verso features three plans of lots with calculations, no location identification information.",Oliver Whipple was major industrialist (gunpowder) and landowner in Lowell. See alternative plan Perkins_7_12. Plans are referenced in Whipple estate's probate packet filed in North Middlesex.,Middlesex North Plan Book 3,"Osgood, William F.","Bufford, J. B. & Co., lithographer",,,1 in = 5 rods (82.5),42.62567761,-71.29518848,2,,2,40 x 22.5,Survey Plan,Ink on bond,Discoloration. Edge damage. Seam separation.
Perkins_10_1,"Stoneham, MA","For Sale: Building Lots in Cedar Park, Stoneham. Property of The Felspa Spring Water Co. T.E. Clark, Agent.",1910-09-06,,Felspa Spring Water Co.,,Alden Avenue [Cedarway]; Cross Street; East Street; Elwood Avenue [Whipple Avenue];98 Spring Street; Whipple Avenue,"Auctioneer's pamphlet for sale of lots. Contains scaled down lot plan showing 3 blocks of lots numbered 1 through 32. Includes description of the site and lots, amenities, option to purchase stock in seller's company, information obout the springs and water analysis, and notice of intent to build a health resort hotel. Trifold format. Contains mutliple incidents of the number 3309 in red letters (probably survey inventory number).","Realtor T.E. Clark is shown as having offices at 262 Washington Street, Boston",,"Bancroft, James A.",,"Clark, T.E.",,Not applicable,42.48262148,-71.08220534,1,,1,11.5 x 7,Auctioneer Plan,Lithograph,Discoloration. Folds.
