Identifier,Latitude,Longitude,Folder,Date,City/Town ,Property Owner ,Survey Title ,Streets ,Neighbors ,Notes,Background Notes ,Material Type,Surveyor 
Perkins_M_T146-15_bp,42.378044,-71.120778,T146 bp,1918-01-01,"Cambridge, MA",First Church of Christian Scientist,,"Waterhouse St, Follen St, Mass Ave, Massachusetts Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T146-15_bp,42.378044,-71.120778,T146 bp,1918-01-01,"Cambridge, MA",First Church of Christian Scientist,,"Waterhouse St, Follen St, Mass Ave, Massachusetts Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T146-15_bp,42.378044,-71.120778,T146 bp,1918-01-01,"Cambridge, MA",,Plan of Land,"Waterhouse St, Follen St, Mass Ave, Massachusetts Ave",Orianna A. Hall,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T146-16_bp,42.361929,-71.108676,T146 bp,1918-02-26,"Cambridge, MA","Cambridge Homes for Aged People Cambridge, Home for Aged Couples Boston, Home for Aged Women Boston",,"Magazine St, Warland St, Lake St, Park St","John B. Byrne, Elizabeth L. Byrne, John J. Tower, James T. Wilson, Alice M. Merrill",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T146-17_bp,42.362115,-71.09512,T146 bp,1918-04-01,"Cambridge, MA",Allen-Endicott Building Company,,"Albany St, Portland St, Main St, Osborn St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T146-3,42.368334,-71.108349,T146,1917-09-24,"Cambridge, MA",,Plan of Premises,"Hancock St, Massachusetts Ave, Mass Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T146-4,42.376502,-71.127972,T146,1917-08-01,"Cambridge, MA","Breslin, James E.",,"Willard St, Brown St","Wellman, Giles Taintor, McDowell",,,,W.A. Mason & Son Co.
Perkins_M_T146-7_bp,42.391999,-71.123332,T146 bp,1917-09-06,"Cambridge, MA; Somerville, MA","Ellis, Stearns R.; Ellis, Emmons R.","No. 20 Russell Street, Stearns R. and Emmons R. Ellis","Russell St, Mass Ave, Massachusetts Ave, Orchard St","William H. Goodnow, Cora C.H. Gage, Grace J. Henderson, Jonas B. Kendall Jr., John J. Henderson, Francis R. Henderson, Charles F.C. Henderson",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T146-7_bp,42.391999,-71.123332,T146 bp,1917-09-06,"Cambridge, MA; Somerville, MA",,Plan of Land,"Russell St, Mass Ave, Massachusetts Ave, Orchard St","William H. Goodnow, Cora C.H. Gage, Grace J. Henderson",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T146-8_bp,42.328922,-71.078512,T146 bp,1917-08-01,"Roxbury (Boston, MA)",,,"Eustis St formerly Orchard St, Dearborn St","John F. Glynn, Annie B. Connor, Annie J. Dorr, George J. Kennedy",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T146-9,42.372674,-71.155851,T146,1917-09-13,"Watertown, MA",,Plan of Land,"Mount Auburn St, Prentiss St",,,,,W.A. Mason & Son Co.
Perkins_M_T147-1,42.38812,-71.120939,T147,1928-02-01,"Cambridge, MA","Conley, James J.",,"Upland Rd, Richdale Ave","Adams, Sears, Noera",,,,W.A. Mason & Son Co.
Perkins_M_T147-10_bp,42.384836,-71.135429,T147 bp,1928-05-01,"Cambridge, MA",,Plan of Land,"Fayerweather St, Concord Ave","Minnie A. White, Ellen C. Leavis",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T147-10,42.384836,-71.135429,T147,1928-05-01,"Cambridge, MA","Smith, Alex",,"Fayerweather St, Concord Ave, Copley St","Ellen C. Leavis, Hannah Kirby","4 pieces of paper with sketches, one is an envelope",,,W.A. Mason & Son Co.
Perkins_M_T147-10_bp,42.384836,-71.135429,T147 bp,1928-05-01,"Cambridge, MA","Smith, Alex",,"Fayerweather St, Concord Ave, Copley St","Ellen C. Leavis, Hannah Kirby",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T147-11_bp,42.361882,-71.108719,T147 bp,1928-02-26,"Cambridge, MA","Cambridge Homes for Aged People Cambridge, Home for Aged Couples Boston, Home for Aged Women Boston",,"Magazine St, Park St, Warland St","Alice M Merrill, John J. Tower, John B. Byrne, Elizabeth L. Byrne",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T147-12_bp,42.286354,-71.079767,T147 bp,1928-04-01,"Dorchester (Boston, MA)","Bianco, Annie",,Norfolk St,"Charles C. Ryder, Chalres E. Stratton, Annie J. Cox",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T147-13_bp,42.364593,-71.091049,T147 bp,1928-01-01,"Cambridge, MA",Lever Brothers Co.,,"Harvard St, Burleigh St","Broadway Storage Company, Elmer H. Bright, Trustee",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T147-13_bp,42.364593,-71.091049,T147 bp,1928-01-01,"Cambridge, MA",,Plan of Land,"Harvard St, Burleigh St","Broadway Storage Company, Elmer H. Bright, Trustee",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T147-2,42.375531,-71.095313,T147,1927-11-01,"Somerville, MA",,Plan of Land,"Norfolk St, Webster Ave, Tremont St",,,,,W.A. Mason & Son Co.
Perkins_M_T147-3,42.361144,-71.112292,T147,1927-11-01,"Cambridge, MA",,Plan of Premises,"Andrew St (formerly Lincon), Allston St (formerly Somerset)",,,,,W.A. Mason & Son Co.
Perkins_M_T147-4,42.393017,-71.131877,T147,1928-03-01,"Cambridge, MA",Notre Dame DePitie; Roman Catholic Archbishop of Boston,,"Sargent St, Middlesex St, Rindge Ave, Rindge Sq",,,,,W.A. Mason & Son Co.
Perkins_M_T147-4_bp,42.393017,-71.131877,T147 bp,1928-03-01,"Cambridge, MA",Notre Dame DePitie; Roman Catholic Archbishop of Boston,,"Sargent St, Middlesex St, Rindge Ave, Rindge Sq",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T147-5,42.376015,-71.097851,T147,1928-05-01,"Somerville, MA",,Subdivision,Oak St,Bent,,,,W.A. Mason & Son Co.
Perkins_M_T147-6,42.395688,-71.131116,T147,1928-05-01,"Cambridge, MA",,Plan of Premises,"Dudley St, Cedar St, Reed St","O'Brien, ""Cedar Hall""",,,,W.A. Mason & Son Co.
Perkins_M_T147-7,42.366388,-71.11124,T147,1928-03-01,"Cambridge, MA","Zisman, Rose",,"Howard St, Hayes St",,,,,W.A. Mason & Son Co.
Perkins_M_T147-7_bp,42.366388,-71.11124,T147 bp,1928-03-01,"Cambridge, MA","Zisman, Rose",,"Howard St, Hayes St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T147-9,42.37267,-71.095748,T147,1928-04-08,"Cambridge, MA",,,"Elm St, Cambridge St",,,,,W.A. Mason & Son Co.
Perkins_M_T148-11,42.393754,-71.130268,T148,1919-05-01,"Cambridge, MA","Barry, David",,"Rindge Ave, Rice St, Cedar St",,,,,W.A. Mason & Son Co.
Perkins_M_T148-13,42.362599,-71.095464,T148,1919-01-01,"Cambridge, MA","Howe, Elias",,"Main St, Osborn St, State St","Otis, Smart",,,,W.A. Mason & Son Co.
Perkins_M_T148-13_bp,42.362599,-71.095464,T148 bp,1919-01-01,"Cambridge, MA","Howe, Elias",,"Main St, Osborn St, State St","Otis, Smart",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T148-18,42.360082,-71.104031,T148,1918-06-11,"Cambridge, MA",,Plan of Land,"Brookline St, Tudor St, Sidney St, Emily St","Boston Machine Screw Co., Silk Co., Fay Brothers",,,,W.A. Mason & Son Co.
Perkins_M_T148-19,42.410673,-71.08636,T148,1918-08-01,"Medford, MA",,Plan of Land,"Riverside Ave, Sydney St","New England Brick Co., Metropolitan Water Works, Glenwood Manufacturing Co., Boston & Main Railroad Western Division",,,,W.A. Mason & Son Co.
Perkins_M_T148-21,42.36227,-71.088431,T148,1918-08-01,"Cambridge, MA",,Plan of Land,"Tech St, Ames St, Main St",Carr Fastener Co.,,,,W.A. Mason & Son Co.
Perkins_M_T148-22,42.371897,-71.118783,T148,1919-05-01,"Cambridge, MA",,Plan of Premises,"Holyoke St, Mount Auburn St",,,,,W.A. Mason & Son Co.
Perkins_M_T148-23,42.365508,-71.184266,T148,1918-12-01,"Watertown, MA","Hederstedt, August N.; Dyer, Herbert H.",,"Mount Auburn St, Spring St, Main St",Henry Russell,,,,W.A. Mason & Son Co.
Perkins_M_T148-23,42.365508,-71.184266,T148,1922-05-01,"Watertown, MA","Hederstedt, August N.; Dyer, Herbert H.",,"Mount Auburn St, Spring St, Main St",,,,,W.A. Mason & Son Co.
Perkins_M_T148-23_bp,42.365508,-71.184266,T148 bp,1922-05-01,"Watertown, MA","Hederstedt, August N.; Dyer, Herbert H.",,"Mount Auburn St, Spring St, Main St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T148-23_bp,42.365508,-71.184266,T148 bp,1922-05-01,"Watertown, MA","Hederstedt, August N.; Dyer, Herbert H.",,"Mount Auburn St, Spring St, Main St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T148-23,42.365508,-71.184266,T148,1922-06-21,"Watertown, MA","Hederstedt, August N.; Dyer, Herbert H.",,"Mount Auburn St, Spring St, Main St",,,,,W.A. Mason & Son Co.
Perkins_M_T148-24,42.366471,-71.077123,T148,1919-05-01,"Cambridge, MA",,Plan of Land,"First St, Rogers St, Commercial Ave","National Casket Co., James J. Scully, Sarah J. Scully",,,,W.A. Mason & Son Co.
Perkins_M_T148-3,42.363079,-71.086822,T148,1919-01-22,"Cambridge, MA","Davis, E.T.",,"Harvard St, Sixth St, Broadway","Liquid Carbonic Co. School., G. DiVito, Franklin Steel Works, Johh J. Duff, Peter Heslin, Moses Susser, J.S. Bell, Standard Turning Works, Henry Thayer & Co.",,,,W.A. Mason & Son Co.
Perkins_M_T148-4,42.371842,-71.093731,T148,1919-06-05,"Cambridge, MA","Putney, Henry M.",,"Windsor St, Cambridge St","Joseph Sidel,",,,,W.A. Mason & Son Co.
Perkins_M_T148-6,42.384332,-71.118552,T148,1919-05-01,"Cambridge, MA","Cutter, Henry O.; Cutter, Frank B.",,"Prentiss St, Frost St, Mass Ave, Massachusetts Ave",Henry O. Cutter,,,,W.A. Mason & Son Co.
Perkins_M_T148-9,42.3642,-71.108751,T148,1919-06-05,"Cambridge, MA",,Plan of Premises,"Kinnaird St, River St","Crawley, Reid",,,,W.A. Mason & Son Co.
Perkins_M_T148-9,42.3642,-71.108751,T148,1922-10-01,"Cambridge, MA",,Plan of Premises,"Kinnaird St, River St","Crawley, Reid",tracing,,,W.A. Mason & Son Co.
Perkins_M_T149-1_bp,42.384146,-71.129286,T149 bp,1919-06-01,"Cambridge, MA","Cashman, Louis J.",,"Sherman St, Huron Ave",Fred M. Kitfield,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-1_bp,42.384146,-71.129286,T149 bp,1919-06-01,"Cambridge, MA","Cashman, Louis J.",,"Sherman St, Huron Ave",Fred M. Kitfield,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-1,42.384146,-71.129286,T149,1919-06-01,"Cambridge, MA",,Plan of Premises,"Sherman St, Huron Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T149-12_bp,42.358845,-71.1272,T149 bp,1918-06-18,"Brighton (Boston, MA)",,Plan of Land,"Parker Ave, North Harvard St, Sorento St",John M. Riley,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-12_bp,42.358845,-71.1272,T149 bp,1918-06-18,"Brighton (Boston, MA)",,Plan of Land,"Parker Ave now Hooker St, North Harvard St, Sorento St",John M. Riley,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-3_bp,42.384257,-71.122248,T149 bp,1919-05-01,"Cambridge, MA","Osgood, Fanny A.",,"Linnaean St, Washington Ave","David A. Ritchie, George K. Clark, Sociaty for the Preservation of N.E. Antiques",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-3_bp,42.384257,-71.122248,T149 bp,1919-05-01,"Cambridge, MA","Osgood, Fanny A.",,"Linnaean St, Washington Ave","David A. Ritchie, George K. Clark, Sociaty for the Preservation of N.E. Antiques",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-4_bp,42.397478,-71.136357,T149 bp,1919-01-01,"Cambridge, MA","Larsen, Marie S.",,"Harvey St, Clifton St, Jackson St","Israel P. Quimby, Ella S. Bean, A. Selwyn Lynde",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-4_bp,42.397478,-71.136357,T149 bp,1919-01-01,"Cambridge, MA","Larsen, Marie S.",,"Harvey St, Clifton St, Jackson St","Israel P. Quimby, Ella S. Bean, A. Selwyn Lynde",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-4_bp,42.397478,-71.136357,T149 bp,1919-01-01,"Cambridge, MA",,Plan of Land,"Harvey St, Clifton St, Jackson St","Israel P. Quimby, Ella S. Bean",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-5_bp,42.367153,-71.085008,T149 bp,1919-02-15,"Cambridge, MA",American Linseed Co.,,"Munroe St, Sixth St, Binney St, Fifth St","Worthington Pump & Machinery Corp., Herbert & Francis B. Austin, Blake & Knowles Steam Pump Wks., Galena Signal Oil Co., Alden Speare's Sons Co.",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-5_bp,42.367153,-71.085008,T149 bp,1919-02-15,"Cambridge, MA",American Linseed Co.,,"Munroe St, Sixth St, Binney St, Fifth St","Worthington Pump & Machinery Corp., Herbert & Francis B. Austin, Blake & Knowles Steam Pump Wks., Galena Signal Oil Co., Alden Speare's Sons Co.",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-5_bp,42.367153,-71.085008,T149 bp,1929-02-28,"Cambridge, MA",Worthington Pump & Machinery Corp.,,"Rogers St, Fifth St, Bent St, Sixth St","Scully, Dillaby Fireproofing Company, Finkl, Runkle",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-6_bp,42.364549,-71.152412,T149 bp,1919-04-01,"Watertown, MA",,Plan of Land,"Coolidge Ave, Glen Rd, Clarendon St, Montfearn St",East Watertown Realty Co.,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-7,42.399114,-71.128541,T149,1919-05-01,"Cambridge, MA",Beckwith Boxtoe Co.,,"Clarendon Ave, Tannery St","City of Cambridge, Maloney, Rose, B.T. Rose, John F. Maloney",,,,W.A. Mason & Son Co.
Perkins_M_T149-7,42.399114,-71.128541,T149,1919-05-01,"Cambridge, MA",Beckwith Boxtoe Co.,,"Clarendon Ave, Tannery St","City of Cambridge, Maloney, Rose, B.T. Rose, John F. Maloney",,,,W.A. Mason & Son Co.
Perkins_M_T149-7_bp,42.399114,-71.128541,T149 bp,1919-05-01,"Cambridge, MA",,Plan of Land,Clarendon Ave,"B.T. Rose, Beckwith Box Toe Co., John E. Maloney",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-8_bp,42.371544,-71.082959,T149 bp,1918-09-01,"Cambridge, MA",,Plan of Land,"Cambridge St, Fifth St, Gore St","Jennie Todd, Charles S. Viano",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-9_bp,42.380719,-71.123337,T149 bp,1919-04-01,"Cambridge, MA","Harlow, Frank S.",,"Walker St, Shepard St","Heirs of Hannah M. Lombard, Emma T. Clark and W. L. Lyon, Eliza D. Stearns, F.W. Rogers, C.J. and H.H. Litchfield",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T149-9_bp,42.380719,-71.123337,T149 bp,1919-04-01,"Cambridge, MA",,Plan of Land,"Walker St, Shepard St","C. Chester Lombard, Emma T. Clark, Eliza D. Stearns, F.W. Rogers, C.J. Litchfield",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T15-1,42.35812,-71.131024,T15,1889-05-18,"Allston (Boston, MA)","Hill, Charles F.",,"Mansfield St, Hill Ave",,elaborate title block,,,W.A. Mason & Son Co.
Perkins_M_T15-10,42.377537,-71.110446,T15,1889-06-20,"Cambridge, MA","Brown, Elizabeth L.",,"Irving St, Kirkland St",,"nice title block, northarrow, shows placement of house and stable",,,W.A. Mason & Son Co.
Perkins_M_T15-11,42.363182,-71.086071,T15,1889-03-19,"Cambridge, MA","Doherty, James",,"Pioneer St, Broadway, Pioneer Court",,elaborate title block,,,W.A. Mason & Son Co.
Perkins_M_T15-12,42.368077,-71.093146,T15,1889-05-14,"Cambridge, MA","Dickinson, Alexander",,"Hampshire St, Bristol St, Webster Ave",,auction type map,,,W.A. Mason & Son Co.
Perkins_M_T15-13,42.356177,-71.130627,T15,1889-01-11,"Cambridge, MA","Dupee, Cyrus",,Cambridge St,Boston & Albany Railroad,see inventory,,,W.A. Mason & Son Co.
Perkins_M_T15-14,42.356162,-71.130584,T15,1889-01-11,"Cambridge, MA","Dupee, Cyrus",,Cambridge St,Boston & Albany Railroad,see inventory,,,W.A. Mason & Son Co.
Perkins_M_T15-15,42.356142,-71.130617,T15,1889-01-10,"Allston (Boston, MA)","Dupee, Cyrus",,Cambridge St,"Boston & Albany Railroad, Colby","elaborate title block, shows",,,W.A. Mason & Son Co.
Perkins_M_T15-3,42.357981,-71.109288,T15,1889-05-01,"Cambridge, MA","Chamberlain, Newell; Chamberlain, George D.",,"Putnam Ave, Acor St, Pearl St",George N. Rugg,"nice title block, mansion house, stable and shed",,,W.A. Mason & Son Co.
Perkins_M_T15-5,42.363633,-71.108907,T15,1889-05-15,"Cambridge, MA",,,"River St, Pleasant St",,elaborate title block,,,W.A. Mason & Son Co.
Perkins_M_T15-7,42.365136,-71.102877,T15,1889-05-28,"Cambridge, MA","Cook, J.W.",,"Main St, Essex St",,"elaborate title block, shows building","Josiah W. Cook, 1887-1889, President Cambridge Fire Insurance Co, 555 Main St., home: 96 Auburn St, 1890 office at 675 Main",,W.A. Mason & Son Co.
Perkins_M_T15-8,42.414934,-71.152514,T15,1889-03-22,"Arlington, MA","Brine, J.W.",,Arlington Ave,Lexington & Arlington Railroad,nice title block and north arrow,,,W.A. Mason & Son Co.
Perkins_M_T15-9,42.377346,-71.111423,T15,1889-04-20,"Cambridge, MA","Ebenezer, Francis",,Francis Ave,"Mrs. Curtis Cutler, Chas. E. Norton",shows home on lot,,,W.A. Mason & Son Co.
Perkins_M_T150-1,42.373843,-71.151608,T150,1919-07-08,"Watertown, MA","Boghosian, D.",,"Mount Auburn St, Cottage St",,,,,W.A. Mason & Son Co.
Perkins_M_T150-10,42.368132,-71.114196,T150,1919-06-01,"Cambridge, MA","Fallon, Elizabeth J.",,"Banks St, Fallon Place, Flagg St",,,,,W.A. Mason & Son Co.
Perkins_M_T150-11_bp,42.400778,-71.134232,T150 bp,1919-08-29,"Cambridge, MA",,Plan of Land,"Mass Ave, Massachusetts Ave, Newman St, Foch St","Joseph B. Currier, John J. Henderson",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T150-11_bp,42.400778,-71.134232,T150 bp,1919-08-29,"Cambridge, MA",,Plan of Land,"Mass Ave, Massachusetts Ave, Newman St, Foch St","Joseph B. Currier, John J. Henderson",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T150-12,42.382339,-71.11919,T150,1919-06-30,"Cambridge, MA","MacLeod, William G.",,"Sacramento St, Mass Ave, Massachusetts Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T150-13,42.359527,-71.112378,T150,1921-12-01,"Cambridge, MA","Kennedy, Thomas D.",,"Putnam Ave, Pleasant St, Whitney Ave, Chestnut St",,,,,W.A. Mason & Son Co.
Perkins_M_T150-13_bp,42.359527,-71.112378,T150 bp,1921-12-01,"Cambridge, MA","Kennedy, Thomas D.",,"Chestnut St, Pleasant St, Whitney Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T150-13_bp,42.359527,-71.112378,T150 bp,1921-12-01,"Cambridge, MA","Kennedy, Thomas D.",,"Chestnut St, Pleasant St, Whitney Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T150-2,42.385481,-71.121165,T150,1919-08-01,"Cambridge, MA",,Plan of Premises,"Linnaean St, Humboldt St, Lancaster Ave, Agassiz St","Brooks, Mary L. Ayer",,,,W.A. Mason & Son Co.
Perkins_M_T150-3,42.374105,-71.093017,T150,1919-06-26,"Cambridge, MA; Somerville, MA","Putney, Henry M.",,Windsor St,,,,,W.A. Mason & Son Co.
Perkins_M_T150-4,42.406165,-71.141882,T150,1919-06-23,"Arlington, MA","Viano, John J.",,"Cleveland St, Winter St, Mass Ave, Massachusetts Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T150-5_bp,42.360423,-71.09791,T150 bp,1919-06-20,"Cambridge, MA",,Plan of Land,"Purrington St, Landsdown St, Franklin St","Abutter: Cambridge Building Trust, Cambridge Factory Co.",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T150-5_bp,42.360423,-71.09791,T150 bp,1919-06-20,"Cambridge, MA",,Plan of Land,"Purrington St, Landsdown St, Franklin St","Abutter: Cambridge Building Trust, Cambridge Factory Co.",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T150-5,42.360423,-71.09791,T150,1919-08-22,"Cambridge, MA","Stimson, H.F.; The Elliot Co.",,"Cross St, Albany St, Purrington St",,,,,W.A. Mason & Son Co.
Perkins_M_T150-5,42.360423,-71.09791,T150,1919-08-22,"Cambridge, MA","Stimson, H.F.; The Elliot Co.",,"Cross St, Albany St, Purrington St",,,,,W.A. Mason & Son Co.
Perkins_M_T150-5,42.360423,-71.09791,T150,1926-06-25,"Cambridge, MA",,Plan of Land in Cambridge,"Cross St, Albany St, Purrington St",correspondence between Harry F. Stimpson and W.A. Mason & Sons,,,,W.A. Mason & Son Co.
Perkins_M_T150-6,42.39873,-71.122237,T150,1919-07-08,"Somerville, MA","Stevens, Edmund H.",,Chandler St,,,,,W.A. Mason & Son Co.
Perkins_M_T150-8,42.362559,-71.095786,T150,1919-07-10,"Cambridge, MA",Standard Turning Works,,"State St, Osborn St",Elias Howe Estate,,,,W.A. Mason & Son Co.
Perkins_M_T150-8_bp,42.362559,-71.095786,T150 bp,1919-07-10,"Cambridge, MA",Standard Turning Works,,"State St, Osborn St, Main St",Elias Howe Estate,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_OS_T151_bp,42.356439,-71.114207,OS T151 bp,1920-10-01,"Cambridge, MA","Gordan, C.E.; Moulton, H.T.",,"Magazine St, Charles River D",J.A. Maguire,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_OS_T151-1,42.366452,-71.101713,OS T151,1919-11-01,"Cambridge, MA",,Plan of Premises,"Essex St, Ashburton Place",,,,,W.A. Mason & Son Co.
Perkins_M_OS_T151-11,42.378206,-71.131255,OS T151,1919-11-04,"Cambridge, MA","Brewster, William",,"Riedesel Ave, Brewster St, Brattle St, Sparks St",,,,,W.A. Mason & Son Co.
Perkins_M_OS_T151-11_bp,42.378206,-71.131255,OS T151 bp,1919-11-04,"Cambridge, MA","Brewster, William",,"Brattle St, Sparks St, Brewster St, Riedesel Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_OS_T151-11_bp,42.378206,-71.131255,OS T151 bp,1919-11-04,"Cambridge, MA","Brewster, William",,"Brattle St, Sparks St, Brewster St, Riedesel Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_OS_T151-11,42.378206,-71.131255,OS T151,1919-11-22,"Cambridge, MA",,Plan of Premises,"Riedesel Ave, Brewster St, Brattle St, Sparks St",,,,,W.A. Mason & Son Co.
Perkins_M_OS_T151-11,42.378206,-71.131255,OS T151,1920-02-03,"Cambridge, MA","Brewster, William",,"Riedesel Ave, Brewster St, Brattle St, Sparks St",,and letter,,,W.A. Mason & Son Co.
Perkins_M_OS_T151-11_bp,42.378206,-71.131255,OS T151 bp,1920-02-03,"Cambridge, MA","Brewster, William",,"Brattle St, Sparks St, Brewster St, Riedesel Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_OS_T151-12_bp,42.420898,-71.069489,OS T151 bp,1919-09-01,"Malden, MA","Daly, Augustine J.",,"Madison St, Barstow St","Annie L. Brady, Renew Lamp Co., John Flannigan, Mary A. Bartley, John D. Lee, Catherine A. Lee",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_OS_T151-13_bp,42.370138,-71.112667,OS T151 bp,1919-10-01,"Cambridge, MA","Borzakian, Peter H.",,"Mass Ave, Massachusetts Ave, Mount Auburn St, Trowbridge St, Putnam Sq, Putnam Ave","John McLean, Anthon U. Strauss",blueprint,,blueprint,W.A. Mason & Son Co.
