identifier,fw_group,city_town,survey_title,date,property_owner,neighbors,streets,notes,background_notes,related_registry_doc,surveyor,publisher,surveyor_no,fw_ref,scale,latitude,longitude,form_genre,no_sheets,pieces,sides,dimensions_in,material,condition_notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W48_1503,,"Boston, MA",[Untitled - Caledonia Street - Astor Street - Plan No. 2],1888-05-31,,,Astor Street [Burbank Street]; Caledonia Street [Norway Street]; Parker Street [Hemenway Street]; West Chester Park [Massachusetts Avenue]; Westland Entrance to Park [Westland Avenue].,Subdivision plan showing three blocks of lots. Lots are numbered and show dimensions and sf/ft. Two lots are shaded red. ,,,"Whitney, William H.",,1503-1953,59-58,1 in = 60 ft,42.3455375,-71.0891,Survey Plan,1,,1,20 x 28,Brownline on trace,Buckling. Creases. Tears.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W48_1504,,"Boston, MA",[Untitled - Parker St. / Back Bay Park],1888-06-01,,"Boston Water Power Co.; Webber, J.P.",Back Bay Park [The Fens]; Boylston Street; Caledonia Street [Norway Street]; Parker Street [Hemenway Street]; [Public Alley 901],"Lot plan showing 3 lots surrounded by what I snow Public Alley 901, a 16-foot-wide passageway. Two areas, labelled A and B, are carved out of the central section. Shows dimensions and sq/ft.",,,"Whitney, William H.",,1504-1954,,1 in = 60 ft,42.34558904,-71.0896,Survey Plan,1,,1,13.5 x 15,Blueprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W48_1505,Charles River Embankment,"Cambridge, MA",[Untitled - The Esplanade],1888-05-09,,"Ames, F.L.; Boston & Albany Railroad; Charles River Embankment Company; Porter, Harriet A.; Souther, Charles A.",Albany Street; Esplanade [Memorial Drive]; Harvard Bridge [Massachusetts Bridge]; Osborn Street; Portland Street; Smart Street; Charles River,"Street layout showing 90-foot-wide ""Avenue"" from Main Street to Harvard Bridge at Charles River. Shows shoreline of marshland prior to the fill-in for MIT Campus; also harbor lines between railway and Esplanade. A small section has been labelled A and B and colorized with notation: Line of release to Charles River Embankment Co. by Ames and others.",See other plans for the Charles River Esplanade.,,"Whitney, William H.",,1505-1955,,1 in = 200 ft,42.3575002,-71.0927,Survey Plan,1,,1,13 x 16,Blueprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W48_1506,,"Boston, MA",[Untitled - Caledonia Street - Astor Street - Plan No. 3],1888-06-01,,"Webber, J.P.",Astor Street [Burbank Street]; Back Bay Park [The Fens]; Boylston Street; Caledonia Street [Norway Street]; Haviland Street; Parker Street [Hemenway Street]; [Public Alley 901],"Lot plan showing 3 blocks of lots numbered 1 thru 53, surrounded by what I snow Public Alley 901, a 16-foot-wide passageway. Shows dimensions and sq/ft. Has decorative approach to rendering of adjacent parkland. Contains penciled notes about subsequent revisions.",,,"Whitney, William H.",,1506-1956,59-58,1 in = 60 ft,42.34558904,-71.0896,Survey Plan,1,,1,13.5 x 15,Brownline on trace,Buckling. Creases. Taping. Tears.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W48_1507,,"Cambridge, MA",[Untitled - Copy of Cambridge subdivision plan],1888-07-19,,,Berkshire Street; Cambridge Street; Lincoln Street; Oxford Street; Plymouth Street; Portland Street [Cardinal Medeiros Avenue]; Webster Avenue; Willow Street; Windsor Street; York Street,"Subdivision plan showings showing 11 blocks of lots. Some blocks are numbered (2 thru 14) and also labelled in non-sequential order A, B, C, or D. Display dimensions and sq/ft. Notation in red pencil: ""Copy of Plan of subdivision dated Feb 4 1988 corrected by additions in and under date of May 19 1888. With additions of this date.",Per 1886 Hopkins Atlas this area was the Estate of Mary G. P. Binney,,"Whitney, William H.",,1507-1957,,1 in = 100 ft,42.369415,-71.0914,Survey Plan,1,,1,18.5 x 15,Blueprint,2 panels taped. Edge damage. Fold. Seam split.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W48_1508,Alvin Adams Estate Plans,"Watertown, MA","Streets to be graded at Mt. Auburn and School Streets, Watertown Mass",1888-06-07,"Alvin Adams Estate, Trustees",,Mount Auburn Street; School Street; [Adams Avenue],"Specifications brochure containing cover page, 10 pages of handwritten specs, and survey plan. Verso says ""No. 1."" Contains plan showing new streets no. 1 and 2 [now Adams Avenue] with cutting and grading calculations and materials estimates in cubic yards. Brochure cover contains instructions for submitting bids.","The estate was also known as ""Fountain Hill,"" then ""Fairlawn"". Alvin Adams was founder of a pioneer rail shipment company, Adams Express. Adams owned a townhouse at 222 Beacon Street, a Back Bay connection. See Wikipedia profile.",,"Whitney, William H.",,1508-1958,,1 in = 100 ft,42.37087912,-71.1659,Specifications,10,,1,21.5 x 16.5,Blueprint,Pages folded in half. Staple marks. Survey plan is taped to end pages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W48_1509-1512,Francis Estate,"Allston (Boston, MA)","Proposed Streets, Beacon Trotting Park. Studies No. 1 - No. 4",1888-08-08,Heirs of Ebenezer Francis,"Boston & Albany Railroad; Brookline Gas Light Co.; Colby, Patrick; Colgan, James; Hill, Charles F.; Kendall, J. B., estate of",Ashford Street; Cambridge Street; Charles River; access to Commonwealth Avenue at Babcock Street across Francis Estate.,"4 studies for layout of streets between Cambridge Street and railroad/Charles River. Some plans show land extending over river bank. Shows street and block dimensions.; placement of tree, rendered shoreline. Streets with annotations say: Access Francis Estate to Commonwealth Ave. at Babcock Street; Across Francis estate and B. & A. R.R. to Pleasant Street at Commonwealth Ave. Also along over to Cottage Farm bridge at Cambridge.",The Beacon Trotting Park was a premier sulky racing track. It was sold in the 1890s to the Boston & Albany Railroad.,,"Whitney, William H.",,1509-1959/1512-1962,,1 in = 80 ft,42.35210002,-71.1156,Survey Plan,4,,1,36 x 28.5,Blueprint,"Each sheet is 2 panels, taped. Edge damage. Dimensions are for largest sheet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1513-1518,,"Boston, MA",Beacon Street Lands: New Plans to Date,1888-08-15,Multiple; every lot owner is listed for dozens of lots. Largest lot owned by Boston and Roxbury Mill Corp.,Boston & Albany Railroad [including Newton Circuit]; Boston & Roxbury Mill Corporation,"Beacon Street Lands outlined by Plan H: Beacon Street, Charlesgate West, Newbury Street West Chester Park [Massachusetts Avenue]; Plan I: Beacon Street, Brookline Avenue, Commonwealth Avenue, Kenmore Street, West Newbury Street; Plan R: Beacon Street, Brookline Avenue, Commonwealth Avenue; Plan S: Boston and Albany Railroad, Beacon Street east of Miner and Arundel Streets; Plan T: Beacon Street between Aberdeen and St. Mary's.","Set of updated plans of Beacon Street Lands (see Back Bay Collection) for offering. Includes cover sheet announcement which contains key plans for sheets H, I, R, S, T, and prices for various plan formats. Plans show - where known - owners, sq ft areas, lot dimensions. Sections are numbered to key to detailed plans; these relate to the numbering shown on Fuller & Whitney's comprehensive plans of Back Bay (1881 - 1886).",,,"Whitney, William H.",,1513-1963/1518-1967,,1 in = 100 ft; 1 in 80 ft,42.34882623,-71.0972,Auctioneer's Plan,6,,1,14 x 16,Blueprint,Cover sheet is 5.5 x 10 inches.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1519,,"Cambridge, MA","Plan of Land in East Cambridge to be sold at Public Auction Tuesday, Sept. 11, 1888 at 2 o'clock pm by Holbrook and Fox, Auctioneers, Boston",1888-08-16,,,Berkshire Street; Cambridge Street; Lincoln Street; Oxford Street; Portland Street [Cardinal Medeiros Avenue]; Webster Avenue; Willow Street; York Street,"Lot plan showing three blocks comprising 49 lots for sale: blocks labelled No.1A, No. 7A, No. 13A. Lots display s/f and dimensions. Note says: Large numbers on blocks refer to plan by William H. Whitney, dated Feb. 4, 1888. Decorative typeface and border.",,,"Whitney, William H.",,1519-1968,,1 in = 50 ft,42.369415,-71.0914,Auctioneer's Plan,1,,1,25 x 21,Brownline on vellum,"2 panels, taped. Edge damage. Creases. Tear.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1520,Francis Estate,"Allston (Boston, MA)","Plan of portion of E. F. Francis Estate, Boston showing proposed streets. Study No. 4",1888-04-01,Heirs of Ebenezer Francis,"Boston and Albany Railroad; Boston Trotting Park; Kendall, J.B.; Morss, Charles A.",Ashford Street; Babcock Street; Brookline Street; Commonwealth Avenue; Essex Street; Gardner Street; Malvern Street; St. Paul Street; Charles River,1 study for layout of streets between Commonwealth Avenue and railroad/Charles River. Includes calculations for waste in streets and passageways. See other studies.,The Beacon Trotting Park was a premier sulky racing track. It was sold in the 1890s to the Boston & Albany Railroad.,,"Whitney, William H.",,1520-1969,,1 in = 150 ft,42.35210002,-71.1156,Survey Plan,1,,1,29.5 x 16,Blueprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1521,,"Cambridge, MA","Copy of Plan Dated Feb. 4, 1888 showing subdivision of May 19, 1888 with additions.",1888-09-17,Various members of the Binney and the Brinton families.,,Berkshire Street; Cambridge Street; Lincoln Street; Oxford Street; Plymouth Street; Portland Street [Cardinal Medeiros Avenue]; Webster Avenue; Willow Street; Windsor Street; York Street,"Subdivision plan showings showing 11 blocks of lots. Some blocks are numbered (2 thru 14) and also labelled in non-sequential order A, B, C, or D. Several blocks contain building footprints. Owners are listed for each lot.",Per 1886 Hopkins Atlas this area was the Estate of Mary G. P. Binney. The Binneys and Brintons were linked by marriage.,,"Whitney, William H.",,1521-1970,,1 in = 100 ft,42.369415,-71.0914,Survey Plan,1,,1,18.5 x 19.5,Blueprint,"2 panels, taped. Creases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1522,Francis Estate,"Allston (Boston, MA)","Plan of portion of E. F. Francis Estate, Boston showing proposed streets. Study No.5",1888-04-01,Heirs of Ebenezer Francis,"Boston and Albany Railroad; Boston Trotting Park; Kendall, J.B.; Morss, Charles A.",Ashford Street; Babcock Street; Brookline Street; Commonwealth Avenue; Essex Street; Gardner Street; Malvern Street; St. Paul Street; Charles River,1 study for layout of streets between Commonwealth Avenue and railroad/Charles River. Includes calculations for waste in streets and passageways. See other studies.,The Beacon Trotting Park was a premier sulky racing track. It was sold in the 1890s to the Boston & Albany Railroad.,,"Whitney, William H.",,1522-1971,,1 in = 150 ft,42.35210002,-71.1156,Survey Plan,1,,1,29.5 x 16,Blueprint,Discoloration. Buckling. Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1523,Huntington Street Lands,"Boston, MA",Huntington Street Lands: New Plans to Date,1888-10-01,,Boston & Albany Railroad [including Newton Circuit]; Boston & Roxbury Mill Corporation,"Huntington Street Lands outlined by Copley Square, Gainsborough Street, Huntington Avenue.","Cover sheet announcement for new plans. Contains key plans for sheets D, J, K, M, N, O as well as prices for various plan formats. Description: ""Our complete series of plans of Back Bay show every estate to date. We now propose to issue on order a portion of the series, showing lands along and near Huntington Ave. from Copley Sq. to Gainsborough St. There will be six plans showing locality according to the marginal plan. The six plans will be delivered in a folio or combined so as to form one mural or roll. Order single one by the appropriate letter.""",,,"Whitney, William H.",,1523-1971,,Scale not given,42.34882623,-71.0972,Auctioneer's Plan,1,,1,10 x 6,Blueprint,Cover sheet is 5.5 x 10 inches.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1524,Bay State Road,"Boston, MA",[Untitled - Commonwealth Avenue - Beacon Entrance],1888-10-01,,Boston & Albany Railroad,Bay State Road; Back Street; Beacon Street; Beacon Entrance to Back Bay Park; Commonwealth Avenue; [Deerfield Road]; Hereford Street; Jersey Street [West Charlesgate]; Ipswich Street [East Charlesgate]; Marlborough Street; West Chester Street [Massachusetts Avenue]; West Newbury Street; Charles River,"Subdivision plan showing lots spread 8 blocks; select blocks labelled A B, E, H. Square footages shown for each block. Two blocks labelled ""sold.""",Part of a series of plans for the Back Bay area that is now Baystate Road at Deerfield.,,"Whitney, William H.",,1524-1972,"584, 585",1 in = 100 ft,42.35012945,-71.0977,Survey Plan,1,,1,35 x 16,Blueprint,"3 panels, taped. Edge damage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1525,Francis Estate,"Allston (Boston, MA)","Plan of portion of E. F. Francis Estate, Boston showing proposed streets. Study No.6",1888-04-01,Heirs of Ebenezer Francis,"Boston and Albany Railroad; Boston Trotting Park; Kendall, J.B.; Morss, Charles A.",Ashford Street; Babcock Street; Brookline Street; Commonwealth Avenue; Essex Street; Gardner Street; Malvern Street; St. Paul Street; Charles River,1 study for layout of streets between Commonwealth Avenue and railroad/Charles River. Includes calculations for waste in streets and passageways. See other studies. Features notes in red pencil.,The Beacon Trotting Park was a premier sulky racing track. It was sold in the 1890s to the Boston & Albany Railroad.,,"Whitney, William H.",,1525-1973,,1 in = 150 ft,42.35210002,-71.1156,Survey Plan,1,,1,29.5 x 16,Blueprint,Edge damage. Discoloration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1526-1531,,"Newton Highlands, MA",Land at Eliot Newton. Proposed Streets. Study No. 1 thru Study No. 6,1888-11-01,,Boston and Albany Railroad; Eliot Station.,Boylston Street; Erie Street; Lincoln Street; William Street; Woodward Street; Sudbury River Conduit.,Studies for layout of streets. Shows percentage calculation for wastage in streets east of railroad. Plan 6 shows subdivision layout.,"Eliot in plan set title refers to Eliot rail station, now on the MBTA Green ""D"" line.",,"Whitney, William H.",,1526-1974/1531-1979,,1 in = 80 ft,42.31949544,-71.2165,Survey Plan,6,,1,24.5 x 18.5,Blueprint,Edge damage. Study No. 6 is bound to plan #1532-1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1532,,"Boston, MA","Plan showing subdivision of lots 67, 620 and others with additions showing owners names to date",1888-10-01,"Multiple; includes Adams, J.Q.; Braman, C.D.; Edwards, Jacob; Eldrige, J.T.; Gray, William; Gregory, F.W.; Peabody & Otis; Whitney, H. M.; Wilkins, Sam F; Williams, John J.; Work, Joseph;",Boston & Albany Railroad,Belvidere Street; Caledonia Street [Defunct]; Cambria Street; Cromwell Street [Saint Germain]; Dalton Street; Dundee; Falmouth Street; Scotia Street; West Chester Park [Massachusetts Avenue],"Subdivision plans showing owners' names, lot s/f, and dimensions. Small plan shows Lot 618 rotated.",,,"Whitney, William H.",,1532-1980,"L, 66, 67, 68, 618, 621",1 in = 80 ft,42.3468423,-71.0852,Survey Plan,1,,1,13.5 x 16.5,Blueprint,Edge damage. Is attached to plan # 1531-1979.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1533,,"Boston, MA","Plan showing subdivision of lots 61, 43, 44, & 45 with additions showing owners names to date",1888-10-01,"Multiple; includes Daniels, H. E.; Dexter, F. Gordon; Fiske, George M.; Gray, William; Kendall, Frederick; Matthews, Nathan; Taylor, John; Webber, John P.;",Boston & Albany Railroad; Boston Water Power Co.,Boylston Street; Haviland Street; Mumford Road; Newbury Street; Parker Street [Hemenway Street]; Rumford Road; West Chester Park [Massachusetts Avenue],"Subdivision plans showing owners' names, lot s/f, and dimensions. Some streets show street address numbers (since renumbered).",,,"Whitney, William H.",,1533-1981,"P, 44, 45, 60, 61, 64, 622",1 in = 80 ft,42.34630406,-71.0892,Survey Plan,1,,1,13.5 x 16.5,Blueprint,Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1534-1536,West End Land Co.,"Brookline, MA",Proposed House Lots in Brookline. Study No. 1 thru Study No. 3,1888-11-27,West End Land Company.,"Clark; Wood, William B., Estate; Stevenson",Beacon Street; Prospect Street [Mason Terrace],Trio of proposed subdivisions. Plans show some dimensions. Beacon Street shows lines and markings presumably for streetcar (Green Line).,"Ownership determined from urban atlases; the company was owned by H. M. Whitney, major investor in Back Bay and also in Brookline along Beacon Street.",,"Whitney, William H.",,1534-1982/1536-1984,,1 in = 60 ft,42.34047602,-71.131,Survey Plan,3,,1,20 x 15.5,Blueprint,Creases. Folds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1537-1539,West End Land Co.,"Brookline, MA",Proposed House Lots in Brookline. Study No. 1 thru Study No. 3,1888-11-23,West End Land Company.,,Beacon Street; Road No. 8 [Garrison Road]; Sullivan Road [Rawson Road]; Tappen Road; Winthrop Road,Trio of proposed subdivisions. Plans show some dimensions. Beacon Street shows lines and markings presumably for streetcar (Green Line).,"Ownership determined from urban atlases; the company was owned by H. M. Whitney, major investor in Back Bay and also in Brookline along Beacon Street.",,"Whitney, William H.",,1537-1985/1539-1987,,1 in = 60 ft,42.3382797,-71.1376,Survey Plan,3,,1,16 x 14,Blueprint,Edge damage. Creases. Folds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W49_1540,Francis Estate,"Boston, MA","Plan of Park Lot, Francis Farm in Roxbury, showing proposed streets and house lots.",1884-03-01,Heirs of Ebenezer Francis,,Francis Street; Huntington Avenue; Longwood Avenue; Tremont Street; Wigglesworth Street,Subdivision plan showing lots spread out over multiple blocks. Includes dimensions and footprints of buildings.,"The Francis family sold the land to Harvard Medical School in 1900. Although the plan title says ""Roxbury,"" the location legally Is Boston.",,Fuller & Whitney,,1540-1988,"639, 650",1 in = 100 ft,42.33733848,-71.1071,Survey Plan,1,,1,23.5 x 16,Blueprint,Edge damage. Crease.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
